generation,education,marital_status,income,children,expenses,purchases,recency,years,acceptcmpg
Millennial,graduate,relation,80134.0,0,1378,26,11,10.0,4
Millennial,graduate,single,91065.0,0,1474,29,33,11.0,2
Gen_X,post_graduate,relation,49505.0,2,751,37,4,11.0,0
Gen_X,post_graduate,relation,37401.0,1,48,14,14,10.0,0
Millennial,graduate,relation,30096.0,1,45,12,30,10.0,0
Millennial,post_graduate,relation,18492.0,1,10,12,75,10.0,0
Gen_X,post_graduate,relation,82584.0,0,1435,17,26,11.0,2
Builder,post_graduate,relation,93027.0,0,2119,24,77,11.0,1
Baby_boomers,graduate,relation,48686.0,3,20,12,8,11.0,0
Millennial,graduate,relation,92910.0,0,1795,28,42,10.0,3
Millennial,graduate,relation,75433.0,1,1188,25,28,10.0,2
Millennial,post_graduate,relation,10404.0,1,43,12,52,10.0,0
Gen_X,graduate,relation,61314.0,1,1008,27,1,11.0,0
Baby_boomers,post_graduate,single,84865.0,0,1688,20,1,10.0,4
Millennial,graduate,relation,42387.0,1,684,29,42,11.0,0
Gen_X,post_graduate,relation,67309.0,2,1082,46,76,11.0,0
Baby_boomers,graduate,relation,75236.0,1,1068,29,27,10.0,0
Gen_X,graduate,single,30015.0,1,57,12,28,10.0,0
Baby_boomers,post_graduate,relation,50943.0,1,46,10,49,11.0,0
Gen_X,graduate,single,67272.0,1,733,28,12,10.0,0
Baby_boomers,post_graduate,single,51529.0,1,467,25,14,10.0,0
Gen_X,post_graduate,relation,32011.0,1,122,17,89,10.0,0
Millennial,post_graduate,relation,7500.0,1,36,15,96,11.0,0
Millennial,graduate,relation,28691.0,1,34,13,56,11.0,0
Baby_boomers,post_graduate,relation,56223.0,1,156,14,72,10.0,0
Baby_boomers,graduate,relation,18100.0,0,14,9,14,11.0,0
Millennial,graduate,single,30279.0,1,37,13,13,11.0,0
Gen_X,post_graduate,relation,20130.0,0,34,13,99,10.0,0
Baby_boomers,graduate,single,23295.0,0,20,12,72,10.0,0
Gen_X,post_graduate,single,42618.0,1,192,19,92,10.0,0
Baby_boomers,graduate,single,81246.0,0,1379,18,87,10.0,2
Gen_X,graduate,relation,24027.0,1,48,15,7,10.0,0
Baby_boomers,post_graduate,relation,55707.0,1,428,19,91,10.0,0
Baby_boomers,graduate,single,57959.0,1,868,30,71,11.0,0
Gen_X,graduate,relation,56796.0,1,1001,34,24,11.0,0
Gen_X,post_graduate,single,36230.0,1,59,12,17,10.0,0
Millennial,post_graduate,relation,70829.0,2,431,19,87,11.0,0
Gen_X,graduate,relation,65991.0,1,971,34,21,11.0,0
Gen_X,graduate,relation,38988.0,3,348,27,90,11.0,0
Gen_X,post_graduate,single,89572.0,0,2059,28,44,11.0,2
Millennial,post_graduate,relation,42207.0,1,265,20,71,11.0,1
Baby_boomers,graduate,relation,50300.0,1,270,15,52,10.0,0
Millennial,post_graduate,relation,66664.0,0,1289,22,78,11.0,0
Baby_boomers,graduate,relation,60597.0,1,893,23,2,10.0,1
Baby_boomers,graduate,single,70165.0,0,926,23,60,10.0,0
Baby_boomers,post_graduate,single,50520.0,1,135,15,25,10.0,0
Baby_boomers,graduate,relation,80124.0,0,1495,20,47,10.0,1
Gen_X,graduate,relation,33183.0,1,120,16,46,10.0,0
Gen_X,post_graduate,single,66582.0,0,1288,21,83,10.0,0
Baby_boomers,post_graduate,relation,75261.0,0,1743,19,17,11.0,2
Gen_X,graduate,single,31880.0,1,15,12,13,11.0,0
Baby_boomers,graduate,relation,53790.0,2,542,26,86,10.0,0
Gen_X,post_graduate,relation,49269.0,1,890,32,92,11.0,0
Gen_X,graduate,relation,61456.0,1,1388,37,47,11.0,0
Millennial,graduate,relation,37406.0,1,17,12,18,10.0,0
Millennial,post_graduate,relation,56937.0,1,906,36,81,12.0,1
Gen_X,graduate,relation,38415.0,2,44,13,91,11.0,0
Millennial,graduate,single,20518.0,1,25,10,58,10.0,0
Baby_boomers,graduate,relation,62503.0,1,973,31,40,11.0,0
Gen_X,post_graduate,single,41644.0,2,31,9,67,9.0,0
Gen_X,post_graduate,relation,55842.0,1,518,22,19,10.0,0
Gen_X,post_graduate,relation,62010.0,1,530,24,93,11.0,0
Gen_X,graduate,relation,41124.0,1,506,29,41,11.0,0
Gen_X,post_graduate,relation,38961.0,1,70,13,60,10.0,0
Gen_X,post_graduate,single,37760.0,1,54,12,54,10.0,0
Gen_X,graduate,single,32233.0,1,296,21,26,11.0,1
Gen_X,graduate,relation,43057.0,1,266,20,30,10.0,0
Baby_boomers,post_graduate,relation,83151.0,0,747,22,93,11.0,0
Baby_boomers,post_graduate,single,78825.0,0,895,32,35,11.0,0
Gen_X,post_graduate,relation,65104.0,1,1053,24,4,10.0,0
Gen_X,graduate,relation,60093.0,1,735,27,92,11.0,0
Gen_X,graduate,relation,14045.0,1,20,12,24,10.0,0
Baby_boomers,post_graduate,single,28457.0,0,205,18,96,11.0,0
Baby_boomers,post_graduate,relation,78952.0,1,2092,27,11,11.0,0
Gen_X,graduate,single,46310.0,1,309,22,99,12.0,0
Baby_boomers,graduate,relation,76005.0,0,1722,28,72,11.0,1
Baby_boomers,post_graduate,single,58308.0,1,900,23,77,10.0,0
Builder,post_graduate,single,55614.0,0,682,27,85,10.0,1
Baby_boomers,post_graduate,single,59432.0,1,663,27,88,11.0,0
Gen_X,graduate,single,55563.0,1,43,9,22,10.0,0
Gen_X,post_graduate,relation,78642.0,1,1816,24,83,11.0,0
Baby_boomers,post_graduate,relation,67911.0,1,976,30,63,10.0,0
Builder,graduate,relation,65275.0,0,746,23,9,11.0,0
Baby_boomers,graduate,relation,27203.0,2,64,14,92,12.0,0
Baby_boomers,post_graduate,relation,48330.0,1,32,10,2,10.0,0
Millennial,under_graduate,relation,24279.0,0,263,17,6,11.0,0
Millennial,post_graduate,relation,64355.0,1,1445,29,66,11.0,0
Baby_boomers,post_graduate,relation,50943.0,1,46,10,49,11.0,0
Baby_boomers,graduate,single,53653.0,0,1210,34,29,11.0,0
Gen_X,graduate,relation,65665.0,1,945,27,77,11.0,0
Millennial,graduate,single,81217.0,0,1157,23,77,10.0,0
Millennial,graduate,relation,34935.0,0,137,15,71,11.0,0
Baby_boomers,graduate,single,61250.0,1,730,30,49,11.0,0
Millennial,post_graduate,relation,39665.0,1,216,19,97,11.0,1
Gen_X,graduate,single,60152.0,1,943,26,6,11.0,0
Baby_boomers,graduate,relation,48920.0,2,347,23,93,10.0,1
Baby_boomers,post_graduate,relation,89120.0,0,1924,20,78,10.0,1
Baby_boomers,post_graduate,relation,44124.0,1,397,25,62,10.0,0
Gen_X,post_graduate,single,81169.0,0,2089,24,47,11.0,0
Baby_boomers,graduate,relation,36443.0,2,138,19,9,11.0,0
Millennial,graduate,single,26095.0,1,42,12,77,11.0,0
Baby_boomers,graduate,relation,71367.0,0,777,19,24,10.0,0
Builder,post_graduate,relation,80184.0,0,1902,23,19,10.0,2
Gen_X,graduate,single,30630.0,2,52,14,67,10.0,0
Millennial,post_graduate,single,73454.0,0,1651,18,95,10.0,1
Millennial,graduate,relation,42691.0,0,358,18,48,10.0,0
Baby_boomers,graduate,relation,70503.0,0,1727,22,73,11.0,2
Millennial,graduate,relation,25545.0,1,210,16,35,11.0,0
Millennial,graduate,relation,32880.0,1,42,13,76,12.0,0
Baby_boomers,post_graduate,relation,77863.0,0,1291,22,20,10.0,0
Gen_X,post_graduate,relation,50353.0,0,442,18,72,9.0,0
Baby_boomers,graduate,single,61839.0,0,1895,25,20,11.0,0
Baby_boomers,post_graduate,relation,49154.0,2,411,25,69,11.0,0
Gen_X,post_graduate,single,47682.0,1,521,24,80,11.0,0
Gen_X,graduate,single,72679.0,1,1168,18,65,10.0,0
Gen_X,post_graduate,relation,57954.0,2,493,30,52,10.0,1
Baby_boomers,graduate,relation,65316.0,2,260,16,65,11.0,0
Millennial,graduate,single,28567.0,1,46,13,57,11.0,0
Baby_boomers,post_graduate,relation,47352.0,1,319,23,70,10.0,0
Gen_X,graduate,relation,44931.0,1,96,12,0,10.0,0
Gen_X,graduate,single,76982.0,0,1062,20,19,10.0,1
Baby_boomers,post_graduate,relation,57247.0,1,232,14,50,10.0,0
Millennial,post_graduate,single,22944.0,1,76,16,67,10.0,0
Gen_X,post_graduate,relation,25315.0,1,54,17,46,10.0,0
Gen_X,graduate,single,43638.0,1,201,18,37,12.0,0
Millennial,post_graduate,single,42710.0,1,406,20,38,11.0,0
Millennial,post_graduate,relation,84169.0,0,1919,23,9,10.0,2
Gen_X,graduate,relation,54058.0,1,662,23,56,11.0,0
Millennial,post_graduate,relation,24683.0,1,41,13,98,9.0,0
Baby_boomers,graduate,single,85620.0,0,1600,15,68,10.0,0
Millennial,graduate,relation,47850.0,1,134,14,72,11.0,0
Gen_X,graduate,relation,19514.0,2,69,18,47,10.0,1
Gen_X,post_graduate,relation,27159.0,2,21,12,33,10.0,0
Baby_boomers,post_graduate,single,39548.0,2,54,10,87,10.0,0
Millennial,graduate,single,21474.0,1,91,15,0,9.0,1
Gen_X,post_graduate,single,60504.0,1,526,24,73,10.0,0
Baby_boomers,graduate,relation,22419.0,0,162,16,74,11.0,0
Baby_boomers,post_graduate,relation,81698.0,0,1008,26,4,11.0,0
Baby_boomers,graduate,relation,43462.0,2,240,24,50,11.0,0
Gen_X,post_graduate,single,54880.0,1,795,26,57,11.0,0
Millennial,graduate,relation,79908.0,0,1772,21,30,11.0,1
Gen_X,post_graduate,relation,15315.0,0,64,13,27,11.0,0
Baby_boomers,graduate,relation,87771.0,1,1957,26,61,11.0,4
Gen_X,graduate,relation,33039.0,1,78,12,4,10.0,0
Millennial,graduate,single,81741.0,0,1572,21,75,11.0,0
Gen_X,post_graduate,relation,71499.0,1,795,30,12,11.0,0
Gen_X,post_graduate,relation,62466.0,1,889,30,13,10.0,0
Baby_boomers,post_graduate,single,48799.0,1,331,18,9,11.0,0
Baby_boomers,post_graduate,relation,52157.0,1,265,16,48,9.0,0
Baby_boomers,graduate,single,66565.0,1,1065,27,80,12.0,0
Baby_boomers,post_graduate,relation,29298.0,2,11,9,60,10.0,0
Gen_X,graduate,single,47691.0,1,21,10,43,11.0,0
Gen_X,graduate,relation,38200.0,2,17,11,19,11.0,0
Gen_X,graduate,relation,44989.0,1,369,22,26,11.0,0
Gen_X,post_graduate,relation,38443.0,2,38,13,58,10.0,0
Gen_X,post_graduate,single,38593.0,1,177,19,42,10.0,0
Gen_X,post_graduate,relation,64413.0,1,279,17,27,11.0,0
Millennial,post_graduate,relation,36959.0,1,62,15,56,11.0,0
Gen_X,post_graduate,relation,61996.0,1,1230,26,27,11.0,3
Gen_X,graduate,relation,51287.0,2,182,18,10,10.0,0
Gen_X,graduate,relation,13260.0,2,49,18,48,10.0,0
Gen_X,post_graduate,relation,47472.0,2,75,13,39,10.0,0
Baby_boomers,post_graduate,relation,54603.0,2,227,23,85,10.0,0
Gen_X,post_graduate,relation,45207.0,2,215,21,64,11.0,1
Baby_boomers,graduate,relation,40689.0,1,444,28,69,11.0,0
Gen_X,post_graduate,relation,47821.0,2,47,13,54,10.0,0
Baby_boomers,post_graduate,relation,27450.0,0,143,14,57,11.0,0
Millennial,graduate,relation,39453.0,1,55,13,64,10.0,0
Gen_X,post_graduate,relation,26850.0,2,63,15,10,10.0,0
Baby_boomers,graduate,single,79800.0,0,1867,25,65,11.0,3
Baby_boomers,post_graduate,relation,61794.0,1,611,22,74,10.0,0
Baby_boomers,graduate,relation,53863.0,1,473,25,4,10.0,1
Baby_boomers,graduate,relation,24221.0,0,55,10,94,10.0,0
Millennial,post_graduate,single,39684.0,1,81,14,41,11.0,0
Gen_X,post_graduate,relation,92163.0,0,2086,23,25,11.0,2
Gen_X,post_graduate,single,69882.0,0,1478,21,94,10.0,0
Gen_X,graduate,relation,33178.0,1,49,9,9,10.0,0
Gen_X,post_graduate,relation,59973.0,0,382,16,47,10.0,0
Gen_X,post_graduate,relation,17459.0,1,69,16,12,10.0,0
Gen_X,graduate,single,23910.0,1,67,13,80,11.0,0
Gen_X,post_graduate,relation,42169.0,2,30,14,20,10.0,0
Gen_X,post_graduate,relation,26224.0,1,63,15,39,11.0,0
Millennial,graduate,relation,31089.0,1,79,18,57,11.0,0
Baby_boomers,graduate,single,30081.0,1,42,12,27,11.0,0
Baby_boomers,graduate,relation,62807.0,1,819,28,83,11.0,0
Baby_boomers,graduate,single,72906.0,0,1151,18,79,10.0,0
Baby_boomers,post_graduate,relation,61467.0,2,594,25,69,11.0,0
Gen_X,post_graduate,relation,49618.0,2,129,18,77,11.0,0
Millennial,post_graduate,single,21888.0,1,213,22,15,11.0,0
Gen_X,graduate,single,42429.0,1,67,12,99,9.0,0
Baby_boomers,graduate,single,26150.0,3,28,12,61,10.0,0
Gen_X,under_graduate,relation,30801.0,1,45,13,23,11.0,0
Gen_X,graduate,relation,81168.0,0,1193,21,84,9.0,1
Gen_X,post_graduate,single,26877.0,0,268,18,74,10.0,0
Builder,post_graduate,single,45006.0,0,266,15,90,10.0,0
Gen_X,under_graduate,relation,18978.0,1,37,13,41,11.0,0
Gen_X,graduate,relation,22574.0,3,37,14,28,10.0,0
Gen_X,post_graduate,single,48240.0,0,882,30,73,11.0,0
Gen_X,graduate,relation,45837.0,2,373,25,88,10.0,0
Gen_X,post_graduate,single,35791.0,3,35,14,94,11.0,0
Gen_X,post_graduate,relation,162397.0,2,107,2,31,11.0,0
Gen_X,graduate,single,54162.0,2,42,9,31,11.0,0
Baby_boomers,post_graduate,relation,30522.0,1,326,19,6,11.0,0
Baby_boomers,post_graduate,relation,54456.0,1,404,23,23,10.0,0
Gen_X,graduate,single,31632.0,0,95,13,92,10.0,0
Baby_boomers,graduate,single,72298.0,0,939,15,52,9.0,2
Gen_X,post_graduate,single,36975.0,1,33,12,50,10.0,0
Baby_boomers,post_graduate,relation,72635.0,0,981,24,54,11.0,1
Gen_X,graduate,relation,13624.0,1,36,13,93,11.0,0
Gen_X,graduate,single,84196.0,1,1237,23,56,11.0,0
Baby_boomers,graduate,relation,70971.0,1,1825,41,28,11.0,0
Gen_X,post_graduate,single,34487.0,2,103,18,94,12.0,0
Gen_X,graduate,single,28769.0,1,191,21,76,11.0,0
Gen_X,post_graduate,relation,69084.0,1,1586,33,43,10.0,0
Baby_boomers,post_graduate,relation,65488.0,0,963,15,46,10.0,0
Gen_X,post_graduate,relation,62466.0,1,889,30,13,10.0,0
Baby_boomers,post_graduate,single,32218.0,0,93,14,27,10.0,1
Gen_X,graduate,single,83917.0,0,1587,24,12,11.0,0
Baby_boomers,graduate,single,46102.0,3,16,11,3,9.0,0
Baby_boomers,graduate,single,84574.0,0,1375,37,72,11.0,0
Baby_boomers,graduate,relation,56181.0,1,393,18,6,10.0,0
Baby_boomers,post_graduate,single,63120.0,1,1477,33,53,11.0,0
Gen_X,graduate,relation,73691.0,1,1179,20,58,11.0,1
Baby_boomers,graduate,relation,63381.0,1,1005,28,78,12.0,0
Baby_boomers,post_graduate,relation,76140.0,0,1348,23,57,10.0,0
Baby_boomers,post_graduate,single,62859.0,1,1307,29,37,11.0,0
Baby_boomers,graduate,single,45906.0,1,486,20,20,10.0,1
Baby_boomers,post_graduate,relation,77632.0,0,2252,15,73,10.0,2
Gen_X,post_graduate,relation,46463.0,2,235,23,56,10.0,0
Gen_X,graduate,relation,105471.0,0,1724,33,36,11.0,2
Gen_X,post_graduate,single,55282.0,1,235,15,9,10.0,0
Gen_X,post_graduate,relation,78710.0,1,1092,32,42,10.0,0
Baby_boomers,graduate,relation,66886.0,1,599,22,28,10.0,0
Baby_boomers,post_graduate,single,98777.0,0,2008,20,23,10.0,1
Millennial,graduate,relation,29103.0,1,48,15,38,11.0,0
Gen_X,graduate,relation,67445.0,1,1174,38,63,11.0,0
Baby_boomers,post_graduate,relation,50616.0,1,67,9,71,10.0,0
Baby_boomers,graduate,single,49431.0,1,365,23,9,12.0,0
Gen_X,graduate,single,153924.0,0,6,0,81,10.0,0
Baby_boomers,graduate,relation,61278.0,1,165,16,87,10.0,0
Baby_boomers,post_graduate,relation,26490.0,0,210,17,92,11.0,0
Baby_boomers,post_graduate,relation,73059.0,1,1095,30,36,10.0,0
Gen_X,post_graduate,single,46734.0,3,223,18,86,10.0,1
Baby_boomers,graduate,relation,56253.0,1,597,28,83,11.0,0
Millennial,graduate,relation,19986.0,1,22,11,74,10.0,0
Gen_X,graduate,single,58330.0,1,1064,28,87,10.0,0
Millennial,under_graduate,relation,25965.0,0,74,14,29,11.0,0
Baby_boomers,post_graduate,relation,14661.0,0,26,11,88,11.0,0
Baby_boomers,graduate,relation,18690.0,0,60,13,77,11.0,0
Gen_X,post_graduate,relation,45068.0,1,20,11,25,11.0,0
Millennial,under_graduate,single,21063.0,1,59,13,34,10.0,0
Gen_X,post_graduate,relation,29187.0,1,34,13,43,10.0,0
Gen_X,post_graduate,relation,54690.0,2,198,15,76,10.0,0
Baby_boomers,post_graduate,relation,59304.0,1,1048,33,81,10.0,0
Baby_boomers,post_graduate,single,59247.0,2,574,27,87,10.0,0
Gen_X,graduate,single,66731.0,1,1029,20,33,11.0,0
Millennial,graduate,relation,77353.0,1,670,24,38,10.0,0
Gen_X,post_graduate,single,52614.0,1,990,24,63,12.0,0
Gen_X,graduate,relation,26751.0,2,11,12,26,10.0,0
Baby_boomers,post_graduate,relation,81300.0,1,1241,26,17,11.0,1
Gen_X,graduate,single,70337.0,0,576,18,75,10.0,0
Millennial,post_graduate,relation,36145.0,1,172,21,13,11.0,1
Millennial,post_graduate,single,65295.0,0,664,22,19,10.0,0
Baby_boomers,graduate,single,68118.0,1,928,29,51,10.0,0
Gen_X,graduate,single,68743.0,0,2074,37,81,11.0,0
Millennial,post_graduate,relation,41039.0,0,467,23,32,10.0,0
Baby_boomers,graduate,relation,38946.0,1,257,17,84,10.0,0
Gen_X,graduate,relation,65777.0,0,1146,18,87,10.0,0
Gen_X,post_graduate,single,66476.0,1,689,24,99,11.0,0
Gen_X,post_graduate,single,86857.0,0,2114,24,96,11.0,0
Millennial,post_graduate,relation,160803.0,0,1717,44,21,12.0,0
Millennial,post_graduate,relation,77845.0,0,1346,22,40,10.0,2
Gen_X,post_graduate,relation,69476.0,0,1044,17,3,10.0,0
Baby_boomers,post_graduate,single,50611.0,1,493,28,98,12.0,1
Gen_X,graduate,single,61209.0,0,957,15,73,10.0,0
Baby_boomers,post_graduate,relation,42315.0,1,270,15,90,10.0,0
Baby_boomers,under_graduate,relation,13084.0,0,29,11,29,11.0,0
Baby_boomers,post_graduate,single,47570.0,2,121,16,3,11.0,0
Baby_boomers,post_graduate,relation,61923.0,2,126,11,94,10.0,0
Millennial,graduate,single,34824.0,0,23,10,65,10.0,0
Baby_boomers,post_graduate,single,26518.0,2,57,16,33,10.0,0
Baby_boomers,graduate,single,45938.0,0,636,26,46,11.0,0
Baby_boomers,graduate,relation,78468.0,0,1004,32,29,9.0,1
Gen_X,graduate,single,78901.0,1,734,24,99,10.0,0
Gen_X,graduate,relation,71427.0,2,614,24,26,9.0,0
Gen_X,graduate,single,71022.0,1,1453,29,30,9.0,1
Millennial,post_graduate,single,90247.0,0,1621,16,27,10.0,3
Gen_X,post_graduate,single,41335.0,1,187,19,24,10.0,0
Millennial,graduate,relation,71952.0,1,1443,26,93,10.0,2
Gen_X,post_graduate,single,35682.0,1,57,8,34,10.0,0
Baby_boomers,graduate,single,43185.0,1,637,28,88,10.0,0
Baby_boomers,post_graduate,relation,66375.0,1,948,21,96,10.0,1
Gen_X,post_graduate,relation,35178.0,1,59,12,10,10.0,1
Millennial,graduate,relation,25252.0,1,18,12,26,10.0,0
Gen_X,post_graduate,single,55250.0,1,903,31,49,11.0,0
Gen_X,graduate,single,33249.0,1,112,14,11,11.0,0
Baby_boomers,graduate,relation,58398.0,0,596,24,44,11.0,0
Millennial,graduate,relation,50272.0,1,233,20,75,10.0,0
Gen_X,post_graduate,relation,76618.0,0,1511,12,64,11.0,0
Baby_boomers,post_graduate,single,87305.0,0,1152,19,19,11.0,1
Gen_X,graduate,relation,25851.0,1,48,14,45,10.0,0
Gen_X,graduate,single,58710.0,1,1185,37,77,11.0,0
Baby_boomers,graduate,single,45160.0,2,21,11,9,10.0,0
Gen_X,post_graduate,relation,74806.0,1,965,20,1,11.0,0
Baby_boomers,graduate,relation,59111.0,0,869,28,90,11.0,0
Millennial,post_graduate,relation,18988.0,1,16,13,43,10.0,0
Gen_X,graduate,relation,72190.0,0,1947,19,79,11.0,0
Gen_X,graduate,relation,7500.0,1,71,21,19,12.0,1
Gen_X,graduate,relation,44794.0,1,65,12,99,9.0,0
Baby_boomers,graduate,relation,80395.0,0,1380,26,62,10.0,1
Gen_X,post_graduate,single,75012.0,0,1027,24,41,10.0,0
Gen_X,post_graduate,relation,56962.0,3,411,28,60,10.0,0
Millennial,graduate,relation,89891.0,0,836,30,17,11.0,1
Baby_boomers,post_graduate,single,35946.0,2,11,9,24,10.0,0
Baby_boomers,post_graduate,relation,53593.0,2,480,31,60,11.0,0
Gen_X,graduate,relation,66373.0,2,606,26,57,10.0,0
Baby_boomers,post_graduate,single,45072.0,3,284,24,74,10.0,0
Gen_X,graduate,single,89694.0,2,1472,19,22,10.0,3
Baby_boomers,graduate,relation,72025.0,0,1677,28,46,10.0,3
Gen_X,graduate,relation,67432.0,1,1335,23,69,11.0,0
Baby_boomers,post_graduate,relation,70545.0,1,334,15,29,10.0,0
Millennial,under_graduate,relation,17487.0,1,18,11,37,11.0,0
Gen_X,graduate,relation,62882.0,1,1338,24,26,11.0,0
Baby_boomers,post_graduate,single,64108.0,1,1099,35,8,11.0,0
Baby_boomers,post_graduate,relation,34941.0,2,97,16,26,11.0,0
Baby_boomers,post_graduate,single,48767.0,3,63,14,79,10.0,0
Gen_X,post_graduate,relation,38702.0,1,109,15,71,11.0,0
Baby_boomers,graduate,relation,82224.0,0,902,24,83,10.0,1
Baby_boomers,graduate,relation,83844.0,0,1574,21,57,10.0,1
Gen_X,post_graduate,relation,17003.0,1,38,14,37,10.0,0
Millennial,graduate,single,71163.0,0,960,25,30,9.0,0
Gen_X,graduate,single,33697.0,1,28,11,34,10.0,1
Baby_boomers,post_graduate,relation,63564.0,0,1215,34,0,10.0,1
Gen_X,post_graduate,relation,83443.0,0,1497,24,89,10.0,0
Baby_boomers,post_graduate,relation,51518.0,1,449,20,92,11.0,0
Gen_X,graduate,single,58330.0,1,1064,28,87,10.0,0
Gen_X,graduate,relation,80952.0,0,1757,33,20,11.0,3
Gen_X,graduate,relation,75507.0,0,1440,24,56,10.0,0
Gen_X,post_graduate,relation,63855.0,0,1006,28,28,10.0,0
Gen_X,post_graduate,relation,62220.0,1,1226,29,55,11.0,0
Baby_boomers,graduate,relation,58512.0,1,1171,28,25,10.0,0
Gen_X,post_graduate,relation,40662.0,1,92,12,0,11.0,0
Baby_boomers,post_graduate,relation,38829.0,1,99,13,86,10.0,0
Millennial,post_graduate,relation,35523.0,1,66,15,8,11.0,0
Gen_X,graduate,single,79146.0,2,564,25,33,10.0,0
Millennial,post_graduate,relation,78285.0,0,1427,24,13,10.0,0
Gen_X,post_graduate,single,31626.0,1,86,13,12,10.0,1
Baby_boomers,graduate,single,75127.0,0,833,20,92,10.0,0
Baby_boomers,graduate,relation,48726.0,1,242,18,90,11.0,0
Gen_X,graduate,relation,74985.0,0,1869,19,8,11.0,0
Millennial,graduate,relation,67430.0,0,1364,35,6,12.0,0
Gen_X,post_graduate,relation,46891.0,1,183,12,91,11.0,0
Baby_boomers,post_graduate,relation,62058.0,1,450,24,52,11.0,0
Gen_X,graduate,relation,72063.0,1,758,23,3,11.0,0
Baby_boomers,post_graduate,relation,78939.0,0,1507,23,57,10.0,0
Gen_X,graduate,single,42720.0,2,654,33,9,11.0,0
Gen_X,graduate,relation,33622.0,2,81,16,22,11.0,0
Baby_boomers,post_graduate,relation,6835.0,1,137,21,76,11.0,0
Baby_boomers,graduate,relation,41452.0,2,16,11,86,11.0,0
Gen_X,post_graduate,single,40760.0,1,93,14,64,10.0,0
Baby_boomers,post_graduate,relation,74250.0,0,1158,19,90,10.0,0
Baby_boomers,post_graduate,single,51124.0,2,43,9,79,10.0,0
Gen_X,graduate,single,72258.0,1,1525,24,28,10.0,0
Gen_X,post_graduate,single,71466.0,0,1230,20,86,10.0,0
Gen_X,graduate,relation,36283.0,2,29,10,42,10.0,0
Gen_X,graduate,single,20587.0,1,25,12,39,9.0,0
Gen_X,graduate,relation,30467.0,1,24,11,8,10.0,0
Gen_X,graduate,relation,31590.0,1,38,13,40,11.0,0
Millennial,under_graduate,relation,20425.0,1,57,14,5,11.0,0
Baby_boomers,post_graduate,relation,17144.0,2,47,19,96,10.0,0
Gen_X,post_graduate,single,42564.0,1,813,31,28,11.0,1
Gen_X,post_graduate,relation,43783.0,1,629,29,22,10.0,1
Gen_X,graduate,single,40780.0,1,377,26,30,11.0,0
Builder,post_graduate,relation,62847.0,0,1612,16,45,11.0,0
Baby_boomers,post_graduate,relation,82017.0,0,729,19,58,11.0,3
Baby_boomers,graduate,single,16813.0,0,50,13,49,10.0,1
Gen_X,graduate,relation,51267.0,2,270,19,37,10.0,0
Baby_boomers,graduate,single,46524.0,1,177,12,70,11.0,0
Baby_boomers,post_graduate,single,45183.0,0,315,20,33,11.0,1
Baby_boomers,post_graduate,relation,70421.0,1,767,29,98,10.0,0
Gen_X,post_graduate,single,60161.0,1,1071,34,17,11.0,0
Gen_X,graduate,relation,73926.0,0,1580,27,54,11.0,0
Gen_X,graduate,relation,19329.0,1,60,18,39,10.0,0
Gen_X,post_graduate,relation,61872.0,1,573,25,81,10.0,0
Baby_boomers,graduate,single,46984.0,2,41,10,71,11.0,0
Baby_boomers,graduate,relation,34838.0,2,170,16,62,11.0,0
Builder,post_graduate,single,82716.0,0,1167,30,8,11.0,0
Baby_boomers,graduate,relation,48192.0,0,1526,33,76,11.0,3
Gen_X,post_graduate,relation,49681.0,2,458,28,66,11.0,0
Gen_X,post_graduate,relation,56850.0,1,63,8,83,10.0,0
Baby_boomers,graduate,relation,55267.0,1,405,20,28,10.0,0
Gen_X,graduate,relation,59666.0,2,1027,28,87,11.0,1
Gen_X,graduate,single,72504.0,1,1478,24,43,11.0,0
Millennial,graduate,relation,26872.0,0,72,11,0,10.0,0
Gen_X,graduate,single,21359.0,1,48,15,1,11.0,0
Gen_X,graduate,single,73170.0,0,726,18,1,10.0,0
Baby_boomers,post_graduate,relation,52750.0,1,860,31,72,11.0,0
Millennial,post_graduate,relation,91820.0,0,1497,23,72,10.0,0
Gen_X,post_graduate,relation,65968.0,1,495,21,12,9.0,0
Gen_X,graduate,relation,30772.0,2,20,10,89,9.0,0
Baby_boomers,graduate,single,22507.0,0,570,28,67,11.0,0
Gen_X,graduate,relation,65685.0,1,769,26,54,10.0,0
Gen_X,post_graduate,relation,25804.0,1,55,15,34,11.0,0
Millennial,post_graduate,single,76412.0,0,1808,21,15,11.0,2
Gen_X,graduate,relation,22063.0,1,55,14,43,10.0,0
Baby_boomers,graduate,single,57091.0,0,577,23,0,10.0,1
Baby_boomers,graduate,relation,22419.0,0,162,16,74,11.0,0
Baby_boomers,graduate,relation,87771.0,1,1957,26,61,11.0,4
Baby_boomers,post_graduate,single,78353.0,1,1576,32,51,11.0,0
Baby_boomers,graduate,relation,93404.0,3,1616,22,97,10.0,2
Baby_boomers,graduate,single,37859.0,3,36,14,75,10.0,0
Baby_boomers,post_graduate,single,80995.0,1,1482,26,83,10.0,0
Millennial,graduate,relation,16529.0,1,22,11,23,10.0,0
Gen_X,post_graduate,single,55412.0,2,63,11,65,10.0,0
Millennial,graduate,single,48789.0,0,680,24,94,11.0,0
Gen_X,post_graduate,relation,56575.0,2,542,25,42,11.0,0
Millennial,post_graduate,relation,25130.0,1,50,14,10,11.0,0
