id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,children,expenses,purchases,acceptcmpg,generation,first_day,years
702,1975,post_graduate,single,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,1,521,24,0,Gen_X,2024-01-01,11.0
2004,1969,graduate,single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,1,1168,18,0,Gen_X,2024-01-01,10.0
4769,1977,post_graduate,relation,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,2,493,30,1,Gen_X,2024-01-01,10.0
4437,1962,graduate,relation,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,2,260,16,0,Baby_boomers,2024-01-01,11.0
8724,1982,graduate,single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,1,46,13,0,Millennial,2024-01-01,11.0
10741,1951,post_graduate,relation,47352.0,0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,1,319,23,0,Baby_boomers,2024-01-01,10.0
1991,1967,graduate,relation,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,1,96,12,0,Gen_X,2024-01-01,10.0
6931,1967,graduate,single,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,0,1062,20,1,Gen_X,2024-01-01,10.0
11096,1952,post_graduate,relation,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,1,232,14,0,Baby_boomers,2024-01-01,10.0
304,1981,post_graduate,single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,1,76,16,0,Millennial,2024-01-01,10.0
3665,1977,post_graduate,relation,25315.0,1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,1,54,17,0,Gen_X,2024-01-01,10.0
10591,1969,graduate,single,43638.0,0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,1,201,18,0,Gen_X,2024-01-01,12.0
5036,1984,post_graduate,single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,1,406,20,0,Millennial,2024-01-01,11.0
5547,1982,post_graduate,relation,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,0,1919,23,1,Millennial,2024-01-01,10.0
7822,1976,graduate,relation,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,1,662,23,0,Gen_X,2024-01-01,11.0
8541,1990,post_graduate,relation,24683.0,1,0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,1,41,13,0,Millennial,2024-01-01,9.0
10955,1964,graduate,single,85620.0,0,0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,0,1600,15,0,Baby_boomers,2024-01-01,10.0
4368,1980,graduate,relation,47850.0,1,0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,1,134,14,0,Millennial,2024-01-01,11.0
9671,1968,graduate,relation,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,2,69,18,1,Gen_X,2024-01-01,10.0
2256,1973,post_graduate,relation,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,2,21,12,0,Gen_X,2024-01-01,10.0
4279,1963,post_graduate,single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,2,54,10,0,Baby_boomers,2024-01-01,10.0
5371,1989,graduate,single,21474.0,1,0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,1,91,15,1,Millennial,2024-01-01,9.0
9240,1971,post_graduate,single,60504.0,0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,1,526,24,0,Gen_X,2024-01-01,10.0
9460,1963,graduate,relation,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,162,16,0,Baby_boomers,2024-01-01,11.0
9504,1949,post_graduate,relation,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,0,1008,26,0,Baby_boomers,2024-01-01,11.0
8692,1952,graduate,relation,43462.0,1,1,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,2,240,24,0,Baby_boomers,2024-01-01,11.0
448,1978,post_graduate,single,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,1,795,26,0,Gen_X,2024-01-01,11.0
8314,1982,graduate,relation,79908.0,0,0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,0,1772,21,1,Millennial,2024-01-01,11.0
8420,1970,post_graduate,relation,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,64,13,0,Gen_X,2024-01-01,11.0
3174,1959,graduate,relation,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1,1957,26,1,Baby_boomers,2024-01-01,11.0
7685,1978,graduate,relation,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,1,78,12,0,Gen_X,2024-01-01,10.0
3179,1980,graduate,single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,1572,21,0,Millennial,2024-01-01,11.0
9780,1971,post_graduate,relation,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,1,795,30,0,Gen_X,2024-01-01,11.0
10681,1970,post_graduate,relation,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,889,30,0,Gen_X,2024-01-01,10.0
10232,1963,post_graduate,single,48799.0,0,1,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,1,331,18,0,Baby_boomers,2024-01-01,11.0
4184,1950,post_graduate,relation,52157.0,0,1,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,1,265,16,0,Baby_boomers,2024-01-01,9.0
9120,1962,graduate,single,66565.0,0,1,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,1,1065,27,0,Baby_boomers,2024-01-01,12.0
891,1951,post_graduate,relation,29298.0,1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,2,11,9,0,Baby_boomers,2024-01-01,10.0
10381,1979,graduate,single,47691.0,0,1,2013-05-07,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,1,21,10,0,Gen_X,2024-01-01,11.0
3525,1970,graduate,relation,38200.0,1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,17,11,0,Gen_X,2024-01-01,11.0
6818,1974,graduate,relation,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,369,22,0,Gen_X,2024-01-01,11.0
3526,1968,post_graduate,relation,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,2,38,13,0,Gen_X,2024-01-01,10.0
8181,1978,post_graduate,single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,1,177,19,0,Gen_X,2024-01-01,10.0
1029,1970,post_graduate,relation,64413.0,0,1,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,1,279,17,0,Gen_X,2024-01-01,11.0
7369,1981,post_graduate,relation,36959.0,1,0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,1,62,15,0,Millennial,2024-01-01,11.0
2574,1977,post_graduate,relation,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1,1230,26,1,Gen_X,2024-01-01,11.0
8159,1968,graduate,relation,51287.0,1,1,2014-01-04,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,2,182,18,0,Gen_X,2024-01-01,10.0
1160,1970,graduate,relation,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,2,49,18,0,Gen_X,2024-01-01,10.0
10242,1966,post_graduate,relation,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,2,75,13,0,Gen_X,2024-01-01,10.0
5253,1956,post_graduate,relation,54603.0,1,1,2013-09-07,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,2,227,23,0,Baby_boomers,2024-01-01,10.0
5966,1974,post_graduate,relation,45207.0,1,1,2012-10-11,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,2,215,21,1,Gen_X,2024-01-01,11.0
5314,1951,graduate,relation,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,1,444,28,0,Baby_boomers,2024-01-01,11.0
5081,1967,post_graduate,relation,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,2,47,13,0,Gen_X,2024-01-01,10.0
5123,1951,post_graduate,relation,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,143,14,0,Baby_boomers,2024-01-01,11.0
5756,1983,graduate,relation,39453.0,1,0,2014-03-04,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,1,55,13,0,Millennial,2024-01-01,10.0
8036,1971,post_graduate,relation,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,2,63,15,0,Gen_X,2024-01-01,10.0
9058,1955,graduate,single,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,0,1867,25,1,Baby_boomers,2024-01-01,11.0
5057,1961,post_graduate,relation,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,1,611,22,0,Baby_boomers,2024-01-01,10.0
254,1955,graduate,relation,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,1,473,25,1,Baby_boomers,2024-01-01,10.0
4179,1959,graduate,relation,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0,55,10,0,Baby_boomers,2024-01-01,10.0
3710,1984,post_graduate,single,39684.0,1,0,2012-12-10,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,1,81,14,0,Millennial,2024-01-01,11.0
7627,1975,post_graduate,relation,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,0,2086,23,1,Gen_X,2024-01-01,11.0
4501,1965,post_graduate,single,69882.0,0,0,2013-10-11,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0,1478,21,0,Gen_X,2024-01-01,10.0
6424,1977,graduate,relation,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,1,49,9,0,Gen_X,2024-01-01,10.0
3075,1972,post_graduate,relation,59973.0,0,0,2013-11-09,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,382,16,0,Gen_X,2024-01-01,10.0
4992,1975,post_graduate,relation,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,1,69,16,0,Gen_X,2024-01-01,10.0
5252,1969,graduate,single,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,1,67,13,0,Gen_X,2024-01-01,11.0
7444,1969,post_graduate,relation,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,2,30,14,0,Gen_X,2024-01-01,10.0
6919,1978,post_graduate,relation,26224.0,1,0,2013-04-06,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,1,63,15,0,Gen_X,2024-01-01,11.0
3537,1981,graduate,relation,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,1,79,18,0,Millennial,2024-01-01,11.0
10277,1961,graduate,single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,1,42,12,0,Baby_boomers,2024-01-01,11.0
2453,1960,graduate,relation,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,1,819,28,0,Baby_boomers,2024-01-01,11.0
7972,1955,graduate,single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0,1151,18,0,Baby_boomers,2024-01-01,10.0
895,1948,post_graduate,relation,61467.0,0,2,2012-09-12,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,2,594,25,0,Baby_boomers,2024-01-01,11.0
1177,1966,post_graduate,relation,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,2,129,18,0,Gen_X,2024-01-01,11.0
7141,1986,post_graduate,single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,1,213,22,0,Millennial,2024-01-01,11.0
7232,1973,graduate,single,42429.0,0,1,2014-11-02,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,1,67,12,0,Gen_X,2024-01-01,9.0
8477,1956,graduate,single,26150.0,2,1,2013-11-03,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,3,28,12,0,Baby_boomers,2024-01-01,10.0
2457,1975,under_graduate,relation,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,1,45,13,0,Gen_X,2024-01-01,11.0
988,1965,graduate,relation,81168.0,0,0,2014-07-05,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,0,1193,21,1,Gen_X,2024-01-01,9.0
7930,1969,post_graduate,single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,268,18,0,Gen_X,2024-01-01,10.0
4587,1944,post_graduate,single,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,266,15,0,Builder,2024-01-01,10.0
6682,1973,under_graduate,relation,18978.0,1,0,2012-11-12,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,1,37,13,0,Gen_X,2024-01-01,11.0
6222,1967,graduate,relation,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,37,14,0,Gen_X,2024-01-01,10.0
10299,1969,post_graduate,single,48240.0,0,0,2012-09-11,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0,882,30,0,Gen_X,2024-01-01,11.0
3083,1974,graduate,relation,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,2,373,25,0,Gen_X,2024-01-01,10.0
8953,1965,post_graduate,single,35791.0,2,1,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,3,35,14,0,Gen_X,2024-01-01,11.0
1503,1976,post_graduate,relation,162397.0,1,1,2013-03-06,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,107,2,0,Gen_X,2024-01-01,11.0
8650,1978,graduate,single,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,2,42,9,0,Gen_X,2024-01-01,11.0
10862,1960,post_graduate,relation,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,1,326,19,0,Baby_boomers,2024-01-01,11.0
2782,1961,post_graduate,relation,54456.0,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,1,404,23,0,Baby_boomers,2024-01-01,10.0
6941,1971,graduate,single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,0,95,13,0,Gen_X,2024-01-01,10.0
10972,1949,graduate,single,72298.0,0,0,2014-10-03,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,0,939,15,1,Baby_boomers,2024-01-01,9.0
10708,1978,post_graduate,single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1,33,12,0,Gen_X,2024-01-01,10.0
6583,1955,post_graduate,relation,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,0,981,24,1,Baby_boomers,2024-01-01,11.0
3641,1976,graduate,relation,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,1,36,13,0,Gen_X,2024-01-01,11.0
10156,1975,graduate,single,84196.0,0,1,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1,1237,23,0,Gen_X,2024-01-01,11.0
4299,1960,graduate,relation,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1,1825,41,0,Baby_boomers,2024-01-01,11.0
3469,1977,post_graduate,single,34487.0,1,1,2012-06-09,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,2,103,18,0,Gen_X,2024-01-01,12.0
5063,1977,graduate,single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,1,191,21,0,Gen_X,2024-01-01,11.0
10727,1970,post_graduate,relation,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1,1586,33,0,Gen_X,2024-01-01,10.0
9624,1958,post_graduate,relation,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0,963,15,0,Baby_boomers,2024-01-01,10.0
5156,1970,post_graduate,relation,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,889,30,0,Gen_X,2024-01-01,10.0
4376,1960,post_graduate,single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,0,93,14,1,Baby_boomers,2024-01-01,10.0
8923,1973,graduate,single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0,1587,24,0,Gen_X,2024-01-01,11.0
8461,1962,graduate,single,46102.0,2,1,2014-10-03,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,16,11,0,Baby_boomers,2024-01-01,9.0
6945,1952,graduate,single,84574.0,0,0,2013-04-06,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0,1375,37,0,Baby_boomers,2024-01-01,11.0
944,1962,graduate,relation,56181.0,0,1,2013-08-01,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,1,393,18,0,Baby_boomers,2024-01-01,10.0
1907,1950,post_graduate,single,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1,1477,33,0,Baby_boomers,2024-01-01,11.0
701,1971,graduate,relation,73691.0,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1,1179,20,1,Gen_X,2024-01-01,11.0
3856,1960,graduate,relation,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1,1005,28,0,Baby_boomers,2024-01-01,12.0
4149,1948,post_graduate,relation,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,1348,23,0,Baby_boomers,2024-01-01,10.0
2131,1959,post_graduate,single,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1,1307,29,0,Baby_boomers,2024-01-01,11.0
2942,1964,graduate,single,45906.0,0,1,2013-07-05,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,1,486,20,1,Baby_boomers,2024-01-01,10.0
1173,1947,post_graduate,relation,77632.0,0,0,2013-10-03,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,0,2252,15,1,Baby_boomers,2024-01-01,10.0
4381,1971,post_graduate,relation,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,2,235,23,0,Gen_X,2024-01-01,10.0
4611,1970,graduate,relation,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0,1724,33,1,Gen_X,2024-01-01,11.0
3376,1970,post_graduate,single,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,1,235,15,0,Gen_X,2024-01-01,10.0
4679,1977,post_graduate,relation,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1,1092,32,0,Gen_X,2024-01-01,10.0
10928,1958,graduate,relation,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,1,599,22,0,Baby_boomers,2024-01-01,10.0
4248,1960,post_graduate,single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,2008,20,1,Baby_boomers,2024-01-01,10.0
6728,1985,graduate,relation,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,1,48,15,0,Millennial,2024-01-01,11.0
6661,1974,graduate,relation,67445.0,0,1,2012-12-08,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1,1174,38,0,Gen_X,2024-01-01,11.0
4725,1950,post_graduate,relation,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,1,67,9,0,Baby_boomers,2024-01-01,10.0
3277,1955,graduate,single,49431.0,0,1,2012-03-08,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,1,365,23,0,Baby_boomers,2024-01-01,12.0
5555,1975,graduate,single,153924.0,0,0,2014-07-02,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,Gen_X,2024-01-01,10.0
2564,1953,graduate,relation,61278.0,0,1,2014-04-01,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,1,165,16,0,Baby_boomers,2024-01-01,10.0
946,1958,post_graduate,relation,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,210,17,0,Baby_boomers,2024-01-01,11.0
3867,1947,post_graduate,relation,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1,1095,30,0,Baby_boomers,2024-01-01,10.0
6940,1966,post_graduate,single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,3,223,18,1,Gen_X,2024-01-01,10.0
55,1963,graduate,relation,56253.0,0,1,2012-07-12,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,1,597,28,0,Baby_boomers,2024-01-01,11.0
7093,1985,graduate,relation,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,1,22,11,0,Millennial,2024-01-01,10.0
5084,1975,graduate,single,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1,1064,28,0,Gen_X,2024-01-01,10.0
1777,1980,under_graduate,relation,25965.0,0,0,2012-07-09,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,74,14,0,Millennial,2024-01-01,11.0
8162,1956,post_graduate,relation,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,26,11,0,Baby_boomers,2024-01-01,11.0
10826,1959,graduate,relation,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,60,13,0,Baby_boomers,2024-01-01,11.0
8754,1974,post_graduate,relation,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,1,20,11,0,Gen_X,2024-01-01,11.0
1987,1987,under_graduate,single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,1,59,13,0,Millennial,2024-01-01,10.0
11007,1968,post_graduate,relation,29187.0,1,0,2013-09-05,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,1,34,13,0,Gen_X,2024-01-01,10.0
7426,1971,post_graduate,relation,54690.0,1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,2,198,15,0,Gen_X,2024-01-01,10.0
9153,1964,post_graduate,relation,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1,1048,33,0,Baby_boomers,2024-01-01,10.0
10379,1962,post_graduate,single,59247.0,0,2,2013-08-11,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,2,574,27,0,Baby_boomers,2024-01-01,10.0
9204,1970,graduate,single,66731.0,0,1,2012-12-09,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1,1029,20,0,Gen_X,2024-01-01,11.0
3197,1980,graduate,relation,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,1,670,24,0,Millennial,2024-01-01,10.0
2920,1975,post_graduate,single,52614.0,0,1,2012-01-12,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1,990,24,0,Gen_X,2024-01-01,12.0
6961,1974,graduate,relation,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,2,11,12,0,Gen_X,2024-01-01,10.0
4673,1963,post_graduate,relation,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1,1241,26,1,Baby_boomers,2024-01-01,11.0
